#{"t_start": 1733292345.6618145, "env_id": "LunarLander-v3"}
r,l,t
274.540643,578,2165.236338
16.287365,117,2166.657779
266.812453,173,2168.090776
246.981482,204,2169.868344
52.059483,132,2170.817108
268.210754,174,2172.394001
292.751932,180,2174.101438
43.742965,86,2174.925436
288.711935,251,2176.954027
264.66059,179,2178.38214
268.322044,486,2182.502207
270.278001,273,2184.866085
286.056641,243,2187.011962
52.695055,117,2187.937105
271.742809,226,2189.718487
23.927578,117,2190.670415
280.203023,261,2192.818321
248.203821,218,2194.708081
284.878344,196,2196.158622
43.029051,198,2197.653334
14.088612,165,2198.922067
53.103435,154,2200.258252
41.665466,112,2201.074336
269.996412,307,2203.318511
309.705076,273,2205.477565
29.476606,117,2206.364987
44.231228,130,2207.4504
16.037203,93,2208.309017
36.017595,122,2209.293494
