#{"t_start": 1733328529.8499105, "env_id": "MountainCar-v0"}
r,l,t
-186.0,186,2476.154856
-184.0,184,2477.386255
-177.0,177,2478.430909
-177.0,177,2479.693141
-179.0,179,2480.843231
-178.0,178,2481.941871
-171.0,171,2483.119751
-105.0,105,2483.856158
-165.0,165,2484.86585
-171.0,171,2485.999
-172.0,172,2487.252207
-174.0,174,2488.520109
-187.0,187,2491.16595
-200.0,200,2492.490229
-200.0,200,2493.950924
-181.0,181,2495.313043
-200.0,200,2496.689138
-167.0,167,2497.902288
-173.0,173,2499.107106
-123.0,123,2500.041882
-153.0,153,2501.139354
-174.0,174,2502.49806
-196.0,196,2504.007638
-111.0,111,2504.78981
-153.0,153,2505.900476
-200.0,200,2507.331296
-151.0,151,2508.502534
-170.0,170,2509.8027
-154.0,154,2510.905706
-121.0,121,2511.901761
-152.0,152,2513.029198
-149.0,149,2514.031372
-168.0,168,2515.401406
-200.0,200,2516.862983
-177.0,177,2517.950202
-194.0,194,2519.313051
-117.0,117,2520.127653
-200.0,200,2521.405684
-200.0,200,2522.709495
-200.0,200,2524.035887
-200.0,200,2525.419305
-200.0,200,2526.862894
-200.0,200,2528.290585
-200.0,200,2529.744465
-159.0,159,2530.903385
-159.0,159,2531.972819
-200.0,200,2533.338606
-162.0,162,2534.549328
-113.0,113,2535.509624
-193.0,193,2536.921584
-167.0,167,2538.157428
-140.0,140,2539.148343
-144.0,144,2540.268756
-200.0,200,2541.641795
-196.0,196,2543.171079
-200.0,200,2544.488299
-200.0,200,2546.021956
-161.0,161,2547.265543
-200.0,200,2548.471201
-182.0,182,2549.596702
-200.0,200,2551.097687
-200.0,200,2552.421568
-200.0,200,2553.723509
