#{"t_start": 1733392773.9881806, "env_id": "MountainCar-v0"}
r,l,t
-96.0,96,2740.807009
-131.0,131,2741.817316
-134.0,134,2742.75824
-131.0,131,2743.690996
-91.0,91,2744.194149
-137.0,137,2744.961451
-89.0,89,2745.531777
-155.0,155,2746.510743
-98.0,98,2747.258755
-132.0,132,2748.399675
-99.0,99,2749.1039
-138.0,138,2750.072687
-104.0,104,2750.783048
-99.0,99,2751.38932
-94.0,94,2751.808282
-96.0,96,2752.394281
-97.0,97,2753.142956
-140.0,140,2753.98596
-99.0,99,2754.550211
-94.0,94,2755.141345
-140.0,140,2756.265246
-101.0,101,2756.939194
-144.0,144,2757.876686
-138.0,138,2758.815171
-114.0,114,2759.68889
-131.0,131,2760.594619
-121.0,121,2761.302161
-89.0,89,2761.822008
-147.0,147,2762.860544
-91.0,91,2763.423837
-120.0,120,2764.23846
-116.0,116,2765.014514
-121.0,121,2765.756468
-118.0,118,2766.518771
-87.0,87,2767.205993
-106.0,106,2767.886113
-104.0,104,2768.581007
-116.0,116,2769.403424
-158.0,158,2770.364839
-96.0,96,2770.94358
-112.0,112,2771.572592
-87.0,87,2772.308959
-89.0,89,2772.945399
-89.0,89,2773.407977
-117.0,117,2774.14658
-88.0,88,2774.711972
-114.0,114,2775.360684
-115.0,115,2776.095874
-90.0,90,2776.832247
-95.0,95,2777.421182
-84.0,84,2778.022033
-88.0,88,2778.672741
-149.0,149,2779.58717
-134.0,134,2780.348882
-131.0,131,2781.134955
-148.0,148,2782.04922
-148.0,148,2783.362838
-173.0,173,2784.311542
-99.0,99,2784.917376
-91.0,91,2785.432103
-158.0,158,2786.291006
-158.0,158,2787.126793
-85.0,85,2787.6167
-181.0,181,2788.903339
-151.0,151,2790.151664
-154.0,154,2791.139237
-88.0,88,2791.76672
-88.0,88,2792.39619
-151.0,151,2793.593026
-149.0,149,2794.698232
-151.0,151,2795.529858
-154.0,154,2796.599674
-117.0,117,2797.324697
-90.0,90,2797.788083
-110.0,110,2798.749489
-88.0,88,2799.396355
-108.0,108,2800.311339
-111.0,111,2800.978319
-109.0,109,2801.715626
-130.0,130,2802.519011
-140.0,140,2803.556853
-156.0,156,2804.906342
-151.0,151,2805.91438
-118.0,118,2806.796141
-115.0,115,2807.655146
-152.0,152,2808.609791
-115.0,115,2809.446902
-115.0,115,2810.046357
-95.0,95,2810.567625
-114.0,114,2811.278008
-116.0,116,2811.990131
-87.0,87,2812.625392
-92.0,92,2813.198363
-95.0,95,2813.987742
-85.0,85,2814.630395
-106.0,106,2815.331226
-84.0,84,2815.913158
-157.0,157,2816.927917
-86.0,86,2817.676775
-93.0,93,2818.54764
-88.0,88,2819.316603
-147.0,147,2820.352798
-104.0,104,2820.979203
-152.0,152,2821.898988
-171.0,171,2823.276643
-150.0,150,2824.210714
-86.0,86,2824.823157
-152.0,152,2825.856346
-91.0,91,2826.428768
-110.0,110,2827.35804
-85.0,85,2827.905931
-145.0,145,2828.878569
-104.0,104,2829.656067
-152.0,152,2830.753412
-164.0,164,2832.104379
-117.0,117,2832.85305
-152.0,152,2833.944791
-126.0,126,2835.174376
-111.0,111,2835.890574
-137.0,137,2836.651317
-116.0,116,2837.666641
-122.0,122,2838.613123
-178.0,178,2839.997838
-176.0,176,2841.099244
-126.0,126,2841.739456
-89.0,89,2842.515514
-92.0,92,2843.094912
-155.0,155,2844.142722
-91.0,91,2844.659494
-170.0,170,2845.845202
-158.0,158,2847.238091
-94.0,94,2847.914775
-177.0,177,2849.280976
-122.0,122,2850.011375
-126.0,126,2850.888678
-93.0,93,2851.542204
-120.0,120,2852.462352
-111.0,111,2853.06106
-89.0,89,2853.568194
-170.0,170,2854.581199
-90.0,90,2855.053222
-130.0,130,2855.928368
-112.0,112,2856.808782
-102.0,102,2857.635793
-99.0,99,2858.310397
-166.0,166,2859.305732
-156.0,156,2860.413142
-128.0,128,2861.324372
-87.0,87,2861.943077
-181.0,181,2863.072972
-118.0,118,2863.983355
-112.0,112,2864.955216
-111.0,111,2865.809686
-108.0,108,2866.544922
